,tokens,label,size
3535,"['감동', '적', '이', '에요']",10,4
3536,"['감동', '적', '이', '예요']",10,4
3537,"['도데체', '왜']",1,2
3538,"['진짜', '추천', '추천', '배우', '분', '들', '이', '다', '연기', '를', '잘', '하', '셨', '음', 'ㄷ']",10,15
3539,"['재밌', '음']",10,2
3540,"['진짜', '웃', '다가', '울', '다가', '웃', '다가', '울', '다가', '재미있', '게', '보', '다', '갑니다', '십', '점', '만점', '최고', '영화']",10,19
3541,"['날', '로그인', '하', '게', '하', '다니']",10,6
3542,"['마지막', '에', '류승룡', '이', '사형', '당해서', '슬펐', '어요', '꼬마', '가', '저절로', '넘어져서', '죽', '은', '건데', '예승', '이', '가', '커서', '훌륭', '한', '변호사', '가', '되', '서', '류승룡', '무죄', '로', '입증', '해', '줘서', '그나마', '위로', '가', '되', '네요']",8,36
3543,"['넘', '잘', '봤', '습니다']",10,4
3544,"['권력', '이', '라는', '이름', '으로', '사람', '을', '죽이', '는', '사회', '지금', '도', '벌어지', '고', '있', '는', '현실', '안타깝', '다']",10,19
3545,"['저', '여자', '고', '아빠', '랑', '같이', '보', '러', '갔', '는데', '별', '아빠', '도', '지루', '하', '시', '다고', '그러', '시', '구', '좀', '현실', '적', '이', '지', '못한', '것', '도', '있', '고', '전개', '가', '하나', '도', '안', '되', '던데', '역시', '평점', '은']",4,40
3546,"['몇', '년', '만', '에', '펑펑', '물', '었', '당']",10,8
3547,"['나', '도', '울', '고', '웃', '고', '했', '지만', '보', '고', '난', '후', '의', '객관', '적', '인', '평점', '은', '딱', '점', '정도', '받', '을', '영화', '쯤', '된다', '기대', '하', '지', '않', '고', '보', '면', '꽤', '볼', '만', '한', '영화', '임다']",7,39
3548,"['ㄱ', 'ㅠ']",9,2
3549,"['짱', '재', '밋', '어요']",10,4
3550,"['겁나', '울', '고', '웃', '어네', 'ㄷ', 'ㄷ']",10,7
3551,"['웃기', '고', '감동', '인데', '너무', '짜낼', '려고', '하', '는', '장면', '이', '몇', '개', '잇', '네', '반', '만', '하', '고', '넘', '어', '갓', '으면', '더', '감동', '적', '이', '엇', '겟', '다']",7,30
3552,"['감동', '적', '이', '지만', '왜', '감동', '을', '전하', '려면', '무조건', '주인공', '이', '비참', '해져야', '될까']",7,15
3553,"['짠하', '면서', '도', '너무', '재밌', '었', '던', '영화']",10,8
3554,"['너무', '뻔한', '감동']",1,3
3555,"['너무', '재밌', '게', '잘', '봤', '어요']",10,6
3556,"['좋', '다']",10,2
3557,"['하나하나', '버릴', '게', '없', '다', '감동', '적', '인', '영화', '보', '면', '가끔', '스토리', '가', '개연', '성', '있', '지', '못하', '는데', '스토리', '도', '현실', '성', '있', '게', '잘', '이', '어', '갔', '고', '진짜', '내', '가', '본', '최고', '의', '영화']",10,38
3558,"['대박', '감동']",10,2
3559,"['저', '는', '별로']",2,3
3560,"['정말', '보', '면서', '눈물', '을', '참', '을', '수', '없', '었', '다', '살려', '주', '세요', '때', '폭발']",10,16
3561,"['내', '가', '슬픈', '영화', '보', '고', '안', '우', '는데', '이건', '너무', '감동', '적', '임', 'ㅠㅠ']",10,15
3562,"['ㅜㅜ진짜펑펑울었어요', '또', '보', '러', '갈', '땐', '혼자', '휴지', '들', '고']",10,10
3563,"['정말', '잼', '나', '게', '봤', '어요', '눈물', '마니', '흘렸', '다는']",10,10
3564,"['감동', '웃음']",10,2
3565,"['인상', '적', '이', '진', '안', '았', '다', '열기구', '는', '좀', '웃겼', '긴', '했어도', '매우', '슬프', '긴', '했', '다', '너무', '기대', '를', '많이', '해서', '그런지', '그렇게', '잼', '있', '진', '안', '았', '던', '거', '같', '다']",7,34
3566,"['ㅋㅋㅋ', '김정태']",10,2
3567,"['웃음', '과', '감동', '을', '다', '보여', '주', '는', '영화', '네요', '가족', '과', '함께', '보', '세요']",9,15
3568,"['열기구', '만', '어떻', '게', '했', '으면', '좋', '겠', '다']",10,9
3569,"['점', '주', '는', '사람', '들', '은', '그냥', '알', '바', '인듯', '진짜', '감동', '적', '이', '고', '재밌', '습니다', '시간', '가', '는', '줄', '몰라요']",10,22
3570,"['이게', '제대로', '만든', '영화', '이제', '세일러', '문', '보', '면', '눈물', '이', '날', '것', '같', '다']",10,15
3571,"['잘', '만들', '었', '구만', '막판', '에', '열기구', '가', '어이없', '긴', '했', '다']",10,12
3572,"['정말', '재미있', '었', '고', '감동', '도', '마', '니', '있', '었', '습니다', '영화', '를', '잘', '만드신', '거', '같', '아요']",10,18
3573,"['진짜', '재밌', '고', '감동', '적', '이', '고', '배우', '들', '도', '연기', '잘', '하', '고', '대박', '이', '었', '음', 'ㅠㅠ']",10,19
3574,"['웃음', '과', '감동', '먹먹', '함', '모두', '선사', '해', '주', '는', '영화', '나', '에게', '긴', '여운', '을', '남긴다', '스토리', '뿐', '만', '아니', '라', '배우', '들', '의', '열연', '또한', '영화', '에', '큰', '몫', '을', '단단히', '한', '것', '같', '다']",10,37
3575,"['박신혜', 'ㅎ', '이겨라', 'ㄱ', 'ㄱ']",10,5
3576,"['정말', '재미', '와', '감동', '을', '두루', '갖춘', '멋진', '영화', 'ㅠㅠ배우들도', '연기', '완전', '잘', '해줌', '굿', '귯']",10,16
3577,"['세일러', '문', '가방']",9,3
3578,"['보', '면서', '이', '영화', '는', '꼭', '천만', '넘겼으면', '좋', '겠', '단', '생각', '이', '듬']",10,14
3579,"['재미', '와', '감동', '을', '동시', '에', '느낄', '수', '있', '는', '영화']",10,11
3580,"['설정', '이', '작위', '적', '입니다']",1,5
3581,"['폭풍', '눈물']",10,2
3582,"['정말', '슬프', '네요', '보', '는', '내내', '울', '었', '어요', 'ㅎ', '근데', '두', '번', '보', '면', '좀', '질린', '듯', '코미디', '가', '아니', '에요']",10,22
3583,"['울', '뻔']",10,2
3584,"['완전', '쵝오', '강추', '강추']",10,4
3585,"['가슴', '에서', '벅차오르', '는', '슬픔', '과', '아빠', '의', '사랑', '을', '느낄', '수', '있', '어서', '좋', '았', '어요', 'ㅠ']",10,18
3586,"['아이', '엠', '샘', '과', '는', '다른', '감동', '다른', '재미', '결국', '엔', '류', '배우', '와', '조연', '들', '이', '나', '를', '울리', '는구나', '굳']",8,22
3587,"['대', '박']",10,2
3588,"['너무', '슬퍼', 'ㅠㅠ']",10,3
3589,"['날', '눈물짓', '게', '한', '영화']",10,5
3590,"['재밌', '고', '감동', '도', '있', '는데', '눈물', '은', '안', '났', '다', '슬프', '기', '보단', '부조리', '한', '현실', '에', '화', '가', '나', '고', '한숨', '이', '났', '다']",7,26
3591,"['배우', '들', '하나하나', '연기력', '은', '무척', '좋', '았', '지만', '중간중간', '감동', '짜내', '기', '식의', '의', '미모', '를', '장면', '들', '이', '들어가', '있', '어서', '아쉬웠', '음', '하나', '고르', '자면', '열기구', '씬', '꼭', '저', '장면', '을', '넣', '어야', '만', '했', '나', '의']",8,40
3592,"['딴', '말', '필요', '없', '고', '그냥', '휴지', '넉넉히', '준비', '해서', '들어감', '됩니다', '전', '준비', '해간', '티슈', '흠뻑', '적셔', '나왔', '어요', '안', '울', '려고', '위', '에', '봤', '다', '땅', '봤', '다', '찡그렸', '다', '별', '짓', '다', '해도', '울', '수', '밖에', '없']",10,40
3593,"['년', '살', '면서', '영화', '보', '고', '처음', '울', '엇', '음', '여자', '친구', '옆', '에', '잇', '어서', '꾹', '참', '을라', '햇', '는데', '눈감', '고', '귀', '막', '기', '전', '까진', '절대', '못', '참', '음', 'ㅠ', '또', '보', '고', '싶', '다', '영화', '돈']",10,40
3594,"['감동', '이', '있', '지만', '이', '정도', '의', '평점', '은', '너무', '과한', '감', '이', '있', '는', '것', '같', '다', '조금', '조절', '했', '으면', '좋', '겠', '다']",1,25
3595,['대박'],10,1
3596,"['기대', '했', '던', '거', '보다', '슬프', '지', '도', '않', '고', '재', '밋지', '도', '않', '았', '던', '영화', '그래도', '돈', '내', '고', '보', '기', '에', '아깝', '진', '않', '았', '던', '영화']",6,30
3597,"['감동', '적', '이', '고', '재밌', '긴', '했', '는데', '프로', '아쉬운', '느낌']",8,11
3598,"['늑대소년', '볼땐', '다', '들', '슬프', '다곤', '했', '지만', '눈물', '을', '짜', '낼려고', '해도', '안', '나', '던데', '이', '영화', '는', '눈물', '을', '안', '흘릴', '려고', '하', '는', '데', '도', '계속', '나', '더', '군요', '와', '진짜', '이건', '꼭', '보', '셔야', '합니다', '어릴']",10,40
3599,"['비현실성', '이', '고', '억지', '감', '있', '지만', '류승룡', '은', '그걸', '초월', '한', '감성', '을', '건드려', '눈물', '나', '게', '한당']",9,19
3600,"['번방', '의', '선물', '하모니', '볼', '때', '와', '마찬가지', '로', '눈물', '펑펑', '흘리', '면서', '봤', '어요', '하모', '도', '슬펐', '지만', '이건', '더', '슬펐', '어요', '울', '고', '있', '으면서', '도', '소리', '내', '어', '울', '지', '못해서', '가슴', '이', '답답', '할', '정도', '였']",10,40
3601,"['번방', '이야말로', '정말', '현실', '성', '없', '고', '억지', '설정', '에', '너무', '짜내', '려고', '하', '더만', '난', '정말', '눈물', '이', '아니', '라', '슬프', '지', '조차', '않', '더만', '너무', '쥐어짜', '내', '려고', '하', '더만', '류승룡', '좋', '아', '하', '지만', '이번', '영화', '는']",3,40
3602,"['최고', '의', '영화', '굿']",9,4
3603,"['오랜만', '에', '본', '한국', '영화', '많이', '울', '었', '다', '억지로', '감동', '짜내', '는', '듯', '한', '느낌', '이', '아니', '라', '계속', '잔잔', '하', '게', '밀려온다', '류승용', '의', '연기', '는', '의심', '할', '수', '가', '없', '구나']",9,34
3604,"['마지막', '에', '펑펑', '울', '었', '어요', 'ㅠㅠ']",10,7
3605,"['번', '봤', '다', '진짜', '펑펑', '움', 'ㅠㅠㅠㅠㅠ']",10,7
3606,"['재미', '도', '있', '고', '감동', '도', '있', '고']",10,8
3607,"['경찰', '청장', '딸', '이', '너무', '어리', '다는', '설정', '빼', '고', '는', '재', '밋', '었', '습니다']",9,15
3608,"['간만에', '제대로', '된', '영화']",10,4
3609,"['존나', '울음']",10,2
3610,"['기대', '만큼', '은', '아니', '지만', '재밌', '었', '음', '굳']",8,9
3611,"['진짜', '라면', '좋', '겠', '다고', '생각', '한', '억지', '스토리']",5,9
3612,['엉엉'],10,1
3613,"['아', '진짜', '재', '밋', '어요', 'ㅠㅠㅜ그만큼', '많이', '울', '엇', '구요', '진짜', '강추', '해요']",10,13
3614,['최고'],10,1
3615,"['옆', '에', '고등학생', '들', '이', '대성통곡', '을', '해서', '따라', '더', '울', '엇', '던', 'ㅋㅋ', 'ㅋㅋ', '약간', '과잉', '한', '부분', '이', '없', '잖아', '있', '었', '지만', '재', '밋', '게', '잘', '봤', '어요', 'ㅎㅎ', '기억', '에', '남', '을', '것', '같', '아요', 'ㅠㅠㅎㅎ']",10,40
3616,"['진부', '한', '감동']",5,3
3617,"['한', '번', '보', '고', '싶', '네요', 'ㅋ']",9,7
3618,"['연기', '는', '잘', '하', '지만', '스토리', '가', '억지', '감동', '이', '었', '던', '거', '같', '아요', '개연', '성', '이', '부족']",7,19
3619,"['남녀노소', '누구', '에게', '나', '추천', '할', '수', '있', '는', '영화', '그런', '영화']",10,12
3620,"['박신혜', '이뻐', '이뻐']",10,3
3621,"['류승룡', '아역', '배우', '도', '너무', '연기', '잘', '하', '네요']",9,9
3622,"['류승룡', '겁나', '좋', '음', 'ㅎㅎㅎ', '그리고', '애기', '도', '너무', '귀여움', 'ㅎ', '근데', '박신혜', '가', '몰입', '을', '깨', '버림', 'ㅡㅡ']",10,19
3623,"['마지막', '부분', '은', '꺽꺽거리', '면서', '봤', '어요', 'ㅜ', '저', '에게', '는', '정말', '생애', '최고', '의', '감동', '영화', '였', '던', '것', '같', '네요', 'ㅜ']",10,23
3624,"['빨래', '물', '쥐어짜', '는', '것', '처럼', '억지', '눈물', '짜', '게', '만드', '는', '영화', '속', '았', '네']",1,16
3625,"['내', '가', '이래서', '승룡', '아저씨', '좋아한다', '눈물', '콧물', '질', '질', 'ㅜㅜ', '재밌', '음']",7,13
3626,"['재밌', '고', '눈물', '도', '많이', '나', '고', '감동', '적', '이', '어', '써요']",10,12
3627,"['겁나', '재밌', '음', 'ㅋㅋ']",10,4
3628,"['한', '번', '보', '고', '두', '번', '봐도', '눈물', '흘릴', '영화', '최고', '예요']",10,12
3629,"['안', '봐']",1,2
3630,"['눈물', '참', '많이', '흘리', '고', '봤', '죠', '하지만', '맘', '무겁', '고', '아프', '고', '씁쓸', '한', '영화', '였', '습니다', '법치', '국가', '대한민국', '에서', '이런', '비극', '이', '실체', '로', '는', '절대로', '있', '어서', '는', '안', '되', '죠', '멀', '도', '안', '되', '는']",7,40
3631,"['프로', '부족', '한', '스토리', '전개', '박신혜', '미스', '캐스팅']",7,8
3632,"['타이타닉', '이후', '가장', '좋', '은', '영화', '로', '개인', '적', '으로', '기록', '하', '게', '됐', '습니다', '메시지', '조차', '제대로', '없', '는', '그저', '자극', '적', '이', '고', '단순', '한', '오락', '영화', '들', '로', '가득', '한', '요즘', '인간', '의', '존엄성', '과', '행복', '의']",10,40
3633,"['최고', '한', '번', '더', '보', '고', '싶', '어요', 'ㅠㅠ']",10,9
3634,"['정말로', '재미있', '게', '보', '았', '음']",10,6
3635,"['재밌', '었', '음', '긋', '긋', '긋', '눈물', '과', '웃음', '을', '한', '번', '에']",10,13
3636,"['솔직히', '점대', '는', '아닌', '듯', '억지', '감동', '스토리', '전개', '도', '수준', '이', '하']",7,13
3637,"['너무', '괜찮', '은', '영화', '가족', '끼리', '봐도', '무난', '한', '영화', '올', '한', '해', '를', '괜찮', '게', '출발', '시켜', '주', '는', '영화', 'ㅎㅎ']",10,22
3638,"['너무', '슬', '펏다', '내', '친구', '가', '조조', '보자', '해서', '아침', '일찍', '와서', '눈물', '드럽', '게', '많이', '흘', '렷다', '아침', '부터', '머리', '아픔', '근데', '계속', '슬플', '줄', '알', '앗', '는데', '중간중간', '웃겨서', 'ㅋㅋ', '좋', '앗', '어요']",9,35
3639,"['너무', '재', '밋', '었', '어요', 'ㅠㅠ']",10,6
3640,"['와', '진짜', '보', '면서', '엄청', '빵빵', '터지', '고', '정말', '감동', '적', '인', '영화', '였', '습니다', '자신', '의', '잘못', '없', '는데', '도', '딸', '을', '살리', '기', '위해', '자기', '가', '잘못', '했', '다고', '그러', '는', '이용구', '씨', '결국', '은', '마지막', '에', '딸']",10,40
3641,"['말', '이', '필요', '없', '는', '영화']",10,6
3642,"['최고', '임']",10,2
3643,"['최고', '의', '영화', '입니다', '제', '인생', '의', '최고', '의', '영화', '인', '거', '같', '애요', '진짜', '추천', '추천', '꼭', '보', '세요']",10,20
3644,"['웃음', '과', '눈물', '감동', '이', '있', '던', '오랜만', '에', '훈훈', '한', '하지만', '가슴', '아픈', '영화']",10,15
3645,"['어떠', '한', '상황', '에서', '도', '자식', '을', '사랑', '하', '고', '보호', '하', '는', '부모', '님', '이', '정말', '감동', '이', '었', '습니다', '세상', '의', '모든', '부모', '님', '께', '존경', '과', '감사', '의', '마음', '을', '전하', '고', '싶', '습니다', '오래도록', '기억', '에']",10,40
3646,"['눈물', '크', '리', 'ㅜ', 'ㅜ']",10,5
3647,"['그냥', '볼', '만', '해요', '대작', '까지', '는', '아니', '고', 'ㅋㅋ', '가족', '끼리', '보', '기', '엔', '안성맞춤']",7,16
3648,"['슬프', '지만', '그래도', '재', '밋', '네요']",10,6
3649,"['우연히', '영화', '예매권', '이', '생겨', '뭐', '볼까', '하', '다', '번방', '의', '선물', '을', '남자', '친구', '가', '보', '자', '해서', '봤', '는데', '안', '봣음', '정말', '어떻게', '할', '뻔', '햇', '을까요', '초반', '부터', '재', '밋', '고', '슬프', '기', '인나', 'ㅠㅠ나', '눈', '부']",10,40
3650,"['보석', '같', '은', '배우', '들', '이', '나오', '는', '진짜', '영화', '울', '다', '웃', '다', '정말', '고맙', '다는', '말', '이', '나오', '는', '보약', '같', '은', '영화', '입니다']",10,26
3651,"['출연', '하', '는', '배우', '부터', '내용', '까지', '대박']",10,8
3652,"['너무', '재밌', '게', '봤', '어요', '또', '보', '고', '싶', '어요', 'ㅎㅎ']",10,11
3653,['윙크'],10,1
3654,"['재밌', '게', '봄', '신나', '게', '웃음', '류승룡', '아저씨', '연기', '짱', '근데', '중간', '중간', '에', '너무', '황당', '한', '면', '이', '있', '어서', '예', '를', '들', '면', '열기구', '타', '는', '거', '객관', '적', '으로', '평점', '정도', '저', '평점', '은', '너무', '높', '다고']",1,40
3655,"['무난', '하', '게', '그냥', '볼', '만', '한', '영화', '인간', '본연', '의', '감성', '을', '자극', '해', '눈물', '나', '게', '한다', '아이', '들', '가진', '부모', '라면', '공감', '할', '영화', '그러나', '스토리', '는', '뻔한', '그래도', '슬프', '다']",6,34
3656,"['솔', '찍', '히', '좀', '유치', '했', '다', '감동', '적', '인', '장면', '조차', '유치', '했', '다', '눈물', '을', '짜내', '려는', '결말', '이', '라고', '나', '할까', '이', '영화', '가', '히트', '치', '는', '이유', '는', '그만큼', '해맑', '은', '이야기', '를', '관객', '들', '이']",6,40
3657,"['어디', '딸', '없', '는', '사람', '은', '서러워서', '살', '겠', '나']",10,10
3658,"['완성도', '가', '떨어진다고', '하', '는', '사람', '들', '의', '의견', '들', '을', '필요', '없이', '그저', '영화관', '가', '서', '꼭', '봐야', '하', '는', '영화', '완성도', '로', '따질', '문제', '는', '아니', '라고', '봅니다', '쨌', '던', '십', '점', '만점', '에', '백', '점']",10,38
3659,"['그냥', '꼭', '봐야', '할', '영화']",10,5
3660,['일등'],10,1
3661,"['현실', '성', '없', '는', '얘기', '어릴', '때', '봤', '던', '레인', '맨', '더스틴호프만', '이', '떠오르', '는', '하지만', '류승룡', '의', '연기', '는', '호프만', '을', '감히', '뛰어넘', '는다고', '생각', '한다']",9,27
3662,"['한국', '영화', '믿', '지', '않', '지만', '이것', '은', '괜찮', '네']",10,10
3663,"['정말', '재밌', '고', '감동', '적', '이', '다']",10,7
3664,"['완전', '재밌', '어요', 'ㅠㅠ연기도', '완전', '잘', '하', '고', '예승', '이', '도', '너무', '귀여워', '요', 'ㅠㅠ', '그리고', '감동', '도', '짱', '이', '에요', '펑펑', '운', '거', '거', '아요', 'ㅠㅠ요즘', '영화', '중', '에', '제일', '나', '은', '거', '같', '아요', '너무', '재밌', '고', '너무']",10,40
3665,"['이건', '안', '본', '사람', '들', '이', '평점', '저', '따구', '로', '남기', '는', '듯', '재', '밋', '고', '슬프', '고', '감동', '이', '가득', '한', '영화', '임', '나', '진짜', '미친', '듯', '울', '엇', '음', '연기', '완전', '잘', '해']",10,35
3666,"['배꼽', '눈물', '콧물', '다', '뺐', '습니다']",10,6
3667,"['정말', '별로', '였', '어요', '개연성', '제', '로']",1,7
3668,"['내', '가', '영화관', '에서', '많', '은', '영화', '를', '봐', '왓', '지만', '정말', '최초', '로', '눈물', '을', '흘린', '영화', '다', '진심', '짱', '인', '듯']",10,23
3669,"['스토리', '진행', '도', '나름', '대로', '무난', '했', '고', '이야기', '도', '재미있', '으면서', '감동', '도', '있', '어서', '한', '번', '쯤', '은', '꼭', '봐야', '될', '것', '같', '은', '영화', '였', '다']",9,29
3670,"['말', '이', '필요', '없', '네요', '짱']",10,6
3671,"['재미', '와', '감동', '이', '함께', 'ㅠㅠ', '마지막', '에', 'ㅠㅠㅠ', '살려', '달', '라고', '할', '때', '잘못', '햇', '다고', '할', '때', 'ㅠㅠ', '너무', '슬프', '드라', 'ㅠㅠㅠㅠ']",10,24
3672,"['절대', '놓쳐', '선', '안', '되', '는', '영화', '최고', '의', '감동', '강추', '모든', '사람', '이', '꼭', '봐야', '하', '는', '영화', '이', '다']",10,21
3673,['굿'],10,1
3674,"['정말', '평점', '을', '안', '줄', '수', '없', '는', '영화', '인', '듯', '하', '다', '완전', '재미', '랑', '감동', '이', '같이', 'ㅜㅜㅜ내용도', '슬프', '고', '재', '밋', '엇', '고배', '우분', '들', '고', '연기', '되게', '잘', '하', '셧', '음', '평점', '이', '높', '아서', '기대']",10,40
3675,"['조금', '만', '내려', '갑시다']",1,4
3676,"['두', '번', '봐도', '또', '울', '고', '또', '웃', '고', '또', '울', '게', '하', '는', '영화', '쵝오']",10,16
3677,"['정말', '재미있', '었', '습니다', '웃기', '기', '도', '하', '고', '슬프', '기', '도', '하', '고', '지루', '할', '틈', '이', '없', '었', '습니다', '제', '가', '여태', '까지', '본', '영화', '중', '제일', '재미있', '었', '던', '영화', '고민', '하', '지', '마시', '고', '꼭', '보']",10,40
3678,"['사회', '적', '약자', '를', '두', '고', '사회', '의', '부조리', '를', '잘', '보여', '주', '고', '사회', '적', '부조리', '앞', '에서', '자식', '을', '지키', '기', '위한', '부성애', '를', '잘', '보여', '줬', '습니다', '남자', '였', '지만', '눈물', '콧물', '다', '쏟', '았', '고', '화생방']",10,40
3679,"['눈물', '콧물', '질질']",10,3
3680,"['딸', '을', '위해', '희생', '하', '는', '아버지', '의', '사랑', '을', '다시', '느끼', '게', '해', '준', '영화']",10,16
3681,"['박신혜', '예쁘다']",7,2
3682,"['감동', '이', '있', '고', '눈물', '이', '있', '고', '웃음', '이', '있', '고', '더', '이상', '바라', '면', '욕심']",10,17
3683,['굳'],10,1
3684,"['영화', '보', '고', '울', '기', '쉽', '지', '않', '음', '감동', '은', '가장', '아름다운', '것']",10,14
3685,"['그렇게', '졸작', '도', '아니', '고', '대작', '도', '아닌', '그냥', '평작', '정도', '이', '정도', '평점', '받', '을', '영화', '는', '아닌', '듯']",7,20
3686,"['집', '에', '오', '면서', '도', '계속', '울', '었', '음', 'ㅠㅠ', '최고', 'ㅠ']",10,12
3687,"['자리', '없', '어서', '못', '봤', '어요', '남자', '들', '도', '슬퍼서', '운다고', '하', '네요']",10,13
3688,"['영화', '먼저', '본', '사촌', '동생', '이', '중간', '중간', '슬픈', '부분', '나온다', '했', '는데', '부분', '적', '인', '게', '아니', '라', '시작', '부터', '끝', '까지', '너무', '슬퍼서', '영화관', '에서', '숨죽여', '가', '며', '혼자', '울', '었', '다', '근데', '알', '고', '보', '니', '나']",10,40
3689,"['내용', '이', '특별', '한', '것', '도', '아니', '었', '고', '스케일', '이', '큰', '것', '도', '아니', '지만', '영화', '에서', '표현', '하', '고자', '했', '던', '것', '들', '을', '관객', '들', '이', '쉽', '게', '받아들일', '수', '있', '어', '울', '고', '웃', '었', '던']",10,40
3690,['슬푸'],10,1
3691,"['지금껏', '본', '영화', '중', '에', '가장', '감동', '이', '었', '다', '기존', '코미디', '영화', '가', '내내', '웃기', '다', '막판', '에', '감동', '을', '주', '는', '방식', '이', '라면', '이', '영화', '는', '감동', '과', '재미', '를', '번', '걸아', '가', '며', '느낄', '수', '있']",10,40
3692,"['아이', '엠', '샘', '과', '그린', '마일', '을', '보', '지', '않', '았', '다면', '이영환', '잼', '있', '을', '것', '이', '여']",1,19
3693,"['진짜', '이런', '영화', '처음', '이', '다', 'ㅜㅜ']",10,7
3694,"['엄마', '랑', '동생', '이랑', '보', '러', '갔', '는데', '영화', '보', '는', '동안', '완전', '펑펑', '울', '었', '어요', 'ㅠㅠ우리', '동생', '이', '영화', '보', '면서', '눈물', '쪼금', '흐린', '적', '은', '있', '어도', '이렇게', '까지', '펑펑', '울', '게', '한', '영화', '는', '첨', '이']",10,40
3695,"['감동', '적', '이', '긴', '했', '지만', '최근', '나온', '한국', '드라마', '의', '전형', '적', '인', '코미디', '감동', '눈물', '짜내', '기', '식이', '였', '어요', '최근', '한국', '드라마', '안', '본', '분', '들', '이', '보', '시', '면', '재', '밋', '을', '듯']",5,37
3696,"['영화', '보고', '오랫만', '에', '꺽꺽', '울', '었', '네요', '마지막', '불', '이', '꺼졌', '는데', '도', '자리', '에서', '일어나', '질', '못했', '습니다', '아직', '두', '용구', '가', '살려', '달', '라고', '비', '는', '소리', '가', '들리', '는', '것', '같', '습니다', '근데', '마지막', '예승', '이']",10,40
3697,"['김선', '외랑', '봤', '어요', 'ㅋㅋ', '번방', '의', '선물', '쵝오', '류승룡', '쵝오']",10,11
3698,['굳'],10,1
3699,"['굉장히', '의미', '있', '는', '시간', '이', '었', '던', '것', '같', '다', '처음', '부터', '끝', '까지', '울음바다', '이', '니', '목', '이', '메이', '기', '전', '에', '팝콘', '은', '다', '먹', '어', '두', '는', '게', '좋', '다', '영화', '끝난', '여자', '화장실', '은', '화장']",10,40
3700,"['스토리', '가', '너무', '뻔하', '고', '후반부', '억지', '설정', '이', '많', '이', '거슬려서', '몰입', '이', '안', '됬', '습니다', '말아톤', '이', '배', '는', '더', '슬픈', '듯']",5,24
3701,"['번방', '짱']",10,2
3702,"['번방', '의', '선물', '짱']",10,4
3703,"['숨', '막히', '게', '울', '다', '웃', '다', '잘', '봤', '습니다']",10,10
3704,"['꼭', '보', '세요']",10,3
3705,"['ㅋㅋ', '완전', '재밌', '음']",10,4
3706,"['흐아', '아', 'ㅠㅠ', '완전', '감동', 'ㅠㅠ', '영화', '보', '는', '내', '도록', '눈물', '이', 'ㅠ']",10,14
3707,"['난', '별로', '감성', '팔', '이', '도', '아니', '고', '스토리', '가', '넘', '억', '지', '같', '아서', '마음', '에', '와', '닿', '지', '않', '았', '다']",6,23
3708,"['태어나', '서', '눈물', '을', '그리', '흘림', '영화', '는', '첨', '이', '엇다', '물론', '아침', '에', '바서', '감성', '폭발', '일지', '모르', '지만', '남자', '로써', '사회', '구조', '의', '부패', '부터', '시작', '해', '류승룡', '의', '연기', '로', '치닫', '는', '그', '과정', '속', '류승룡', '의']",10,40
3709,"['너무', '감동', '받', '았', '으잉', 'ㅜㅜ']",10,6
3710,"['아', '진심', '내', '가', '보', '고', '운', '영화', '는', '늑대소년', '하고', '칠', '번방', '의', '선물', '밖에', '없', '었', '다', '우', '는', '게', '민망', '헤서', '옆', '에', '친구', '한테', '안', '들키', '게', '눈물', '닦', '는', '내', '모습', '을', '보', '고', '이']",10,40
3711,"['영화', '시작', '부터', '끝', '까지', '펑펑', '울', '었', '음', 'ㅠㅠ']",10,10
3712,"['류승룡', '씨', '와', '갈소원', '양', '의', '연기', '말', '이', '필요', '없', '습니다', '얼마나', '웃', '고', '울', '었', '던지', '차기', '작', '도', '기대', '해', '보', '며', '승승장구', '하', '시', '길', '기원', '합니다', '대', '박', '화이팅']",10,34
3713,"['대박', '추천', '감동', '적', '이', '고', '재미있', '고', 'ㅜ', '추천요']",10,10
3714,"['영화', '끝', '나', '구', '친구', '랑', '눈', '이', '부', '어', '쌍', '커', '풀', '실종', '됬', '음', 'ㅜㅜ']",10,17
3715,"['처음', '부터', '끝', '까지', '울', '고', '웃', '엇', '던', '것', '같', '아요', '최고']",10,13
3716,"['이런', '영화', '첨', '이', '에요', '정말', '말', '로', '표현', '할', '수', '없', '능', '영화', '에', '요', '저', '이거', '영화관', '에서', '번', '봣어요', '바도', '바도', '화나', '고', '웃기', '고', '엉엉', '소리내', '어', '울', '엇', '어요', '이런', '영화', '노치', '지', '마세요', '정말']",10,40
3717,"['이렇게', '웃', '고', '울', '은', '영화', '는', '처음']",10,8
3718,"['진짜', '온', '가족', '끼리', '보', '기', '딱', '좋', '은', '영화', '너무', '감동', '적', '이', '고', '애기', '도', '연기', '잘', '하', '고', '너무', '재밌', '게', '잘', '봣어요']",10,26
3719,"['봤', '던', '영화', '중', '제일', '눈물', '났', '어요', '눈물나', '다가', '웃', '고', 'ㅋㅋ', '재밌', '었', '어요', '조금', '지나', '니', '스토리', '는', '그닥', '뛰어난', '건', '아닌데', '재밌', '네요']",9,27
3720,"['재밌', '고', '슬프', '긴', '하나', '억', '지', '눈물', '이', '있', '음']",8,11
